timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603191161585,455,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3447,230,12,24,https://blazedemo.com/,134,0,11
1603191161585,134,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,219,115,12,24,http://blazedemo.com/,134,0,11
1603191161719,321,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3228,115,12,24,https://blazedemo.com/,317,0,66
1603191161643,440,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3447,230,12,24,https://blazedemo.com/,142,0,10
1603191161643,142,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,219,115,12,24,http://blazedemo.com/,142,0,10
1603191161785,298,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3228,115,12,24,https://blazedemo.com/,298,0,52
1603191161605,532,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3447,230,12,25,https://blazedemo.com/,139,0,11
1603191161605,139,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,219,115,12,25,http://blazedemo.com/,139,0,11
1603191161744,393,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3228,115,12,25,https://blazedemo.com/,393,0,50
1603191161364,830,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,3447,230,13,26,https://blazedemo.com/,152,0,25
1603191161364,152,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,219,115,13,26,http://blazedemo.com/,152,0,25
1603191161516,678,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-42,text,true,,3228,115,13,26,https://blazedemo.com/,677,0,49
1603191161728,483,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3447,230,13,26,https://blazedemo.com/,145,0,17
1603191161728,145,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,219,115,13,26,http://blazedemo.com/,145,0,17
1603191161873,338,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3228,115,13,26,https://blazedemo.com/,338,0,43
1603191161765,481,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,3447,230,13,26,https://blazedemo.com/,140,0,19
1603191161765,140,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,219,115,13,26,http://blazedemo.com/,140,0,19
1603191161906,340,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-40,text,true,,3228,115,13,26,https://blazedemo.com/,340,0,51
1603191161841,490,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,3447,230,13,26,https://blazedemo.com/,142,0,15
1603191161841,142,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,219,115,13,26,http://blazedemo.com/,142,0,15
1603191161983,348,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,3228,115,13,26,https://blazedemo.com/,345,0,47
1603191161965,430,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3447,230,14,28,https://blazedemo.com/,147,0,18
1603191161965,147,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,219,115,14,28,http://blazedemo.com/,147,0,18
1603191162112,283,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3228,115,14,28,https://blazedemo.com/,274,0,45
1603191161997,448,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3447,230,14,28,https://blazedemo.com/,137,0,10
1603191161997,137,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,219,115,14,28,http://blazedemo.com/,137,0,10
1603191162134,311,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3228,115,14,28,https://blazedemo.com/,310,0,44
1603191162007,448,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3447,230,14,28,https://blazedemo.com/,152,0,23
1603191162007,152,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,219,115,14,28,http://blazedemo.com/,152,0,23
1603191162159,296,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3228,115,14,28,https://blazedemo.com/,296,0,57
1603191162040,444,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3447,230,14,28,https://blazedemo.com/,138,0,10
1603191162040,138,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,219,115,14,28,http://blazedemo.com/,138,0,10
1603191162178,306,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3228,115,14,28,https://blazedemo.com/,305,0,68
1603191162084,432,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3447,230,14,28,https://blazedemo.com/,142,0,12
1603191162084,142,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,219,115,14,28,http://blazedemo.com/,142,0,12
1603191162226,290,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3228,115,14,28,https://blazedemo.com/,289,0,61
1603191162031,495,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3447,230,14,28,https://blazedemo.com/,147,0,13
1603191162031,147,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,219,115,14,28,http://blazedemo.com/,147,0,13
1603191162178,348,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3228,115,14,28,https://blazedemo.com/,341,0,67
1603191162137,430,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3447,230,15,30,https://blazedemo.com/,139,0,13
1603191162137,139,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,219,115,15,30,http://blazedemo.com/,139,0,13
